Age,Height_cm,Weight_kg,Training_Intensity,Training_Hours_Per_Week,Recovery_Days_Per_Week,Match_Count_Per_Week,Rest_Between_Events_Days,Fatigue_Score,Performance_Score,Team_Contribution_Score,Load_Balance_Score,ACL_Risk_Score,Gender_Male,Position_Forward,Position_Guard,Injury_Indicator
1.4165768193056492,1.2342686161153664,1.7345374498276385,-1.2455949926397072,0.3805466455523848,0.01853724604806599,0.5339203523929416,-1.1961839606569014,-1.5347668318130936,1.6804448635956022,-1.0162096890081862,0.7645732221745846,-2.2475017845816683,0.0,0.0,0.0,0
-0.08509472059433319,0.9734157912935205,-1.0052661875307676,1.1613518530408862,0.6063903521116636,-1.2172791571563413,0.5339203523929416,-1.1961839606569014,-0.36020037889490975,-1.3331917371057023,-0.6689063093061403,-1.2032912406517484,1.403960968800369,1.0,1.0,0.0,0
0.4154624593723276,-1.5481615153176553,0.44521809107074145,1.1613518530408862,-0.7486718872440089,0.01853724604806599,-1.2024059968523964,1.2575267278700755,0.42284392305054624,-1.1277165143306134,-0.7383669852465494,0.7645732221745846,0.8218437182612035,1.0,0.0,1.0,0
1.4165768193056492,0.9734157912935205,1.0092953105268838,-1.6467528002531395,0.3805466455523848,-1.2172791571563413,-1.2024059968523964,-1.1961839606569014,0.8143660740232742,0.5160852678700981,0.09516112603836091,-1.7820749061889052,0.23972646772203815,0.0,0.0,1.0,0
-0.5856519005609939,-0.678652099244836,0.1228882513815172,-0.8444371850262751,-0.5228281806847302,-1.2172791571563413,-0.33424282222972734,-1.1961839606569014,-1.1432446808403658,1.0640191952703353,-1.5024344205910505,-1.2032912406517484,0.1338869676240081,0.0,0.0,0.0,0
0.4154624593723276,-0.06999550799386255,-0.19944158830770703,1.5625096606543183,0.6063903521116636,1.2543536492524734,1.4020835270156105,-1.1961839606569014,0.42284392305054624,-0.03184865953013902,0.7897678854424529,0.6488164890671532,0.39848571786908327,0.0,0.0,1.0,0
0.4154624593723276,-0.15694644960114446,1.0092953105268838,-0.042121569799410556,0.3805466455523848,-1.2172791571563413,1.4020835270156105,0.0306713836065871,0.8143660740232742,1.543461381745543,-1.1551310408890045,-1.7820749061889052,1.9860782193395343,0.0,1.0,0.0,1
1.4165768193056492,-1.2003577488885275,-1.0858486474530737,0.35903623781402166,-0.9745155938032877,0.01853724604806599,0.5339203523929416,1.2575267278700755,-1.1432446808403658,-0.8537495506304947,-0.18268157772327587,0.7645732221745846,-0.23655128271909714,0.0,0.0,0.0,0
-1.0862090805276547,-1.2873086904958095,1.08987777044919,-0.4432793774128428,1.7356088849080573,0.01853724604806599,0.5339203523929416,1.2575267278700755,-1.1432446808403658,-1.1277165143306134,-0.3910636055445035,-1.5505614399740426,0.18680671767302312,0.0,0.0,1.0,0
-0.5856519005609939,-1.6351124569249371,-1.1664311073753797,-1.2455949926397072,-0.7486718872440089,1.2543536492524734,0.5339203523929416,0.0306713836065871,0.8143660740232742,-0.8537495506304947,-1.4329737446506414,0.7645732221745846,-0.6069895330622024,0.0,0.0,0.0,0
